,Unnamed: 0.1,Unnamed: 0,Evaluation,Method,Model,MAE,RMSE,Y_hat,Y_true,n_samples
0,0,0,1167,combinatoric,LGBMRegressor,0.2174047534434961,0.2794474587244588,[0.53826515 0.53826515 0.53826515 ... 0.64477312 0.64716022 0.64716022],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",5112
1,1,0,1202,combinatoric,LGBMRegressor,0.1596354755711874,0.212776270860775,[0.74426765 0.74426765 0.74426765 ... 0.63569452 0.6167495  0.6167495 ],"[[0.59650097]
 [0.6126219 ]
 [0.59650097]
 ...
 [0.57514431]
 [0.57514431]
 [0.57514431]]",5112
2,2,0,1218,combinatoric,LGBMRegressor,0.134063964196222,0.1903170669879686,[0.70073068 0.69665868 0.7045285  ... 0.62572338 0.63626577 0.63626577],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",5112
3,3,0,1219,combinatoric,LGBMRegressor,0.1226700271305128,0.1893131571957871,[0.55605273 0.55605273 0.55605273 ... 0.54902569 0.55664359 0.55664359],"[[0.56188405]
 [0.21703461]
 [0.56188405]
 ...
 [0.57982691]
 [0.57500456]
 [0.43863302]]",5112
4,4,0,1234,combinatoric,LGBMRegressor,0.2470369417643887,0.3565069925942271,[0.77515184 0.77515184 0.77515184 ... 0.50977816 0.51034346 0.51034346],"[[0.56621503]
 [0.69992615]
 [0.56621503]
 ...
 [0.57845471]
 [0.72096599]
 [0.72096599]]",5112
5,5,0,1273,combinatoric,LGBMRegressor,0.1362435185872724,0.1973267535822311,[0.64874248 0.64874248 0.65483392 ... 0.57647117 0.55971444 0.55971444],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",5112
6,6,0,1298,combinatoric,LGBMRegressor,0.1295842592289604,0.1702178365135312,[0.5854282  0.5854282  0.5854282  ... 0.54191744 0.55053639 0.55053639],"[[0.36149194]
 [0.43979194]
 [0.43979194]
 ...
 [0.43881792]
 [0.43881792]
 [0.4706547 ]]",5112
7,7,0,1339,combinatoric,LGBMRegressor,0.1994148824819988,0.2632749903317179,[0.78796321 0.78502629 0.78796321 ... 0.56400272 0.57233757 0.57233757],"[[0.58048175]
 [0.58666233]
 [0.58048175]
 ...
 [0.37047272]
 [0.37047272]
 [0.40574128]]",5112
8,8,0,11285,combinatoric,LGBMRegressor,0.1042137210726637,0.1293896260162902,[0.71272087 0.70487426 0.73887005 ... 0.83692005 0.85422532 0.85422532],"[[0.98451715]
 [0.98451715]
 [0.91348945]
 ...
 [0.99529203]
 [0.99529203]
 [0.99529203]]",7668
9,9,0,11457,combinatoric,LGBMRegressor,0.0943838824506596,0.1257160784273852,[0.85926401 0.85926401 0.86095472 ... 0.79267367 0.80539397 0.80539397],"[[0.78374516]
 [0.78374516]
 [0.78374516]
 ...
 [0.99892703]
 [0.99707015]
 [0.99892703]]",8094
10,10,0,12001,combinatoric,LGBMRegressor,0.1125976576820914,0.158388916141944,[0.7813443  0.77555353 0.78415572 ... 0.8863885  0.88703433 0.88703433],"[[0.79475732]
 [0.79475732]
 [0.79475732]
 ...
 [0.89610277]
 [0.94533914]
 [0.94533914]]",8094
11,11,0,12048,combinatoric,LGBMRegressor,0.1021191352840531,0.1330273595131849,[0.70670581 0.68961911 0.71740546 ... 0.75201413 0.78216209 0.77785244],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",7668
12,0,0,12701,combinatoric,LGBMRegressor,0.1762720383252843,0.2481918781002664,[0.72839716 0.72754732 0.73957505 ... 0.85695511 0.90215265 0.87628802],"[[0.7171057 ]
 [0.7171057 ]
 [0.7171057 ]
 ...
 [0.51653222]
 [0.52714431]
 [0.51653222]]",7668
13,1,0,12832,combinatoric,LGBMRegressor,0.1176567570315993,0.1712534752335323,[0.83151783 0.82967302 0.83355355 ... 0.91874283 0.9313842  0.93092253],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",7668
14,2,0,B1,combinatoric,LGBMRegressor,0.1064450092331729,0.1484035554220382,[0.81600996 0.81600996 0.81600996 ... 0.80431305 0.78409256 0.78409256],"[[0.42509385]
 [0.42509385]
 [0.66837588]
 ...
 [0.64199834]
 [0.64199834]
 [0.64199834]]",6816
15,3,0,B8,combinatoric,LGBMRegressor,0.1555147643741702,0.2109171588814866,[0.66069628 0.65859737 0.66069628 ... 0.65907293 0.67564952 0.68337246],"[[0.98038748]
 [0.95596408]
 [0.98038748]
 ...
 [0.99977629]
 [0.99974418]
 [0.99977629]]",6816
16,4,0,B18,combinatoric,LGBMRegressor,0.1440449293330163,0.2000611913644629,[0.62798422 0.62798422 0.62798422 ... 0.61592437 0.62876927 0.62876927],"[[0.65450303]
 [0.65450303]
 [0.65450303]
 ...
 [0.47260031]
 [0.58194566]
 [0.58194566]]",6816
17,5,0,C5,combinatoric,LGBMRegressor,0.1105336653309032,0.1494690242867783,[0.65232641 0.65232641 0.65232641 ... 0.79028631 0.77858979 0.77858979],"[[0.61741846]
 [0.51342435]
 [0.64749359]
 ...
 [0.64398475]
 [0.4335643 ]
 [0.64398475]]",6816
18,6,0,E.ce,combinatoric,LGBMRegressor,0.1028359579557475,0.1427068894232591,[0.95631091 0.95631091 0.95631091 ... 0.53883889 0.53883889 0.53883889],"[[0.98451715]
 [0.98451715]
 [0.91348945]
 ...
 [0.22604631]
 [0.26073352]
 [0.22604631]]",29160
19,7,0,E.co,combinatoric,LGBMRegressor,0.1861285290868321,0.25018159669457,[0.98411953 0.98411953 0.98411953 ... 0.50533488 0.50533488 0.50533488],"[[0.32310936]
 [0.40226433]
 [0.32310936]
 ...
 [0.11560503]
 [0.17233788]
 [0.17233788]]",29160
20,8,0,S.en,combinatoric,LGBMRegressor,0.1821315695806272,0.2397350336703493,[0.43948156 0.43948156 0.43948156 ... 0.29792411 0.29792411 0.29792411],"[[0.29211455]
 [0.30351804]
 [0.30351804]
 ...
 [0.20434278]
 [0.20434278]
 [0.20434278]]",29160
21,9,0,S.au,combinatoric,LGBMRegressor,0.1209583134757221,0.1648495064343969,[0.97443433 0.9621826  0.97116287 ... 0.44689513 0.46939578 0.46939578],"[[0.84723405]
 [0.84723405]
 [0.84723405]
 ...
 [0.37047272]
 [0.37047272]
 [0.40574128]]",27540
22,10,0,1167_x_E.ce,combinatoric,LGBMRegressor,0.1427439260853497,0.180594450792628,[0.55783512 0.55783512 0.55783512 ... 0.83179053 0.83179053 0.83490374],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.93997339]
 [0.93346047]
 [0.93346047]]",1296
23,11,0,1167_x_E.co,combinatoric,LGBMRegressor,0.2389489940092026,0.2860876920782699,[0.62117239 0.62117239 0.62117239 ... 0.57276339 0.57276339 0.57276339],"[[0.29228146]
 [0.29614315]
 [0.29228146]
 ...
 [0.99785545]
 [0.98518001]
 [0.98871093]]",1296
24,0,0,1167_x_S.en,combinatoric,LGBMRegressor,0.2556269774394881,0.3439021629844739,[0.43275777 0.43275777 0.43275777 ... 0.32584232 0.32584232 0.32584232],"[[0.72965397]
 [0.53297676]
 [0.72965397]
 ...
 [0.99904466]
 [0.99774927]
 [1.        ]]",1296
25,1,0,1167_x_S.au,combinatoric,LGBMRegressor,0.1664716244037517,0.2117174707649065,[0.91466788 0.92182467 0.91597807 ... 0.54479942 0.53836999 0.53836999],"[[0.93482886]
 [0.83673575]
 [0.6058648 ]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",1224
26,2,0,1202_x_E.ce,combinatoric,LGBMRegressor,0.1356408602599736,0.1985919965186878,[0.54490226 0.54490226 0.54490226 ... 0.73196217 0.73196217 0.73196217],"[[0.59650097]
 [0.6126219 ]
 [0.59650097]
 ...
 [0.62507124]
 [0.62507124]
 [0.71542897]]",1296
27,3,0,1202_x_E.co,combinatoric,LGBMRegressor,0.1994154429164121,0.2410253724987695,[0.69482355 0.69482355 0.69482355 ... 0.71211937 0.71211937 0.71211937],"[[0.43239395]
 [0.43239395]
 [0.43239395]
 ...
 [0.39794357]
 [0.48052866]
 [0.38356225]]",1296
28,4,0,1202_x_S.en,combinatoric,LGBMRegressor,0.2916620166941235,0.3544673693117214,[0.40266245 0.40266245 0.40266245 ... 0.65667548 0.65667548 0.65667548],"[[0.30539326]
 [0.36968642]
 [0.06283783]
 ...
 [0.34203753]
 [0.77984246]
 [0.24694186]]",1296
29,5,0,1202_x_S.au,combinatoric,LGBMRegressor,0.1663690793581238,0.1950191333250552,[0.93079939 0.93301649 0.91850795 ... 0.60374089 0.60310798 0.60310798],"[[0.64477475]
 [0.64477475]
 [0.83061693]
 ...
 [0.57514431]
 [0.57514431]
 [0.57514431]]",1224
30,6,0,1218_x_E.ce,combinatoric,LGBMRegressor,0.1138163233689518,0.155391859915282,[0.88100346 0.88100346 0.88100346 ... 0.60850491 0.60850491 0.60850491],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.70814178]
 [0.49685288]
 [0.70814178]]",1296
31,7,0,1218_x_E.co,combinatoric,LGBMRegressor,0.2557545150143329,0.3250722371529269,[0.72063875 0.72063875 0.72063875 ... 0.7236689  0.7236689  0.7236689 ],"[[0.39638506]
 [0.39638506]
 [0.31444566]
 ...
 [0.4988302 ]
 [0.21605889]
 [0.21605889]]",1296
32,8,0,1218_x_S.en,combinatoric,LGBMRegressor,0.2224034339503732,0.2705843303953899,[0.4396718  0.4396718  0.4396718  ... 0.60350508 0.60350508 0.60350508],"[[0.26105455]
 [0.39324875]
 [0.05213942]
 ...
 [0.43190293]
 [0.07405875]
 [0.07405875]]",1296
33,9,0,1218_x_S.au,combinatoric,LGBMRegressor,0.0968134858320916,0.1289379876612238,[0.95057912 0.95354698 0.95118843 ... 0.64483466 0.64066676 0.64066676],"[[0.94207013]
 [0.94207013]
 [0.9439279 ]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",1224
34,10,0,1219_x_E.ce,combinatoric,LGBMRegressor,0.1502681744194063,0.1955971855009992,[0.52752902 0.52752902 0.52752902 ... 0.87216608 0.87216608 0.87216608],"[[0.56188405]
 [0.21703461]
 [0.56188405]
 ...
 [0.70538468]
 [0.70538468]
 [0.70538468]]",1296
35,11,0,1219_x_E.co,combinatoric,LGBMRegressor,0.1819790948894412,0.2401837962608654,[0.52953154 0.52953154 0.52953154 ... 0.70789771 0.70789771 0.70789771],"[[0.39525584]
 [0.43337528]
 [0.43337528]
 ...
 [0.40858063]
 [0.16723032]
 [0.40858063]]",1296
36,0,0,1219_x_S.en,combinatoric,LGBMRegressor,0.2343179554900482,0.3435512275994389,[0.37859322 0.37859322 0.37859322 ... 0.41231462 0.41231462 0.41231462],"[[0.20122971]
 [0.56709756]
 [0.20122971]
 ...
 [0.56174631]
 [0.56174631]
 [0.37172853]]",1296
37,1,0,1219_x_S.au,combinatoric,LGBMRegressor,0.0797805437854226,0.1040353821130495,[0.90106524 0.90823134 0.90052823 ... 0.57051472 0.66105648 0.66105648],"[[0.94551738]
 [0.92080653]
 [0.94551738]
 ...
 [0.57982691]
 [0.57500456]
 [0.43863302]]",1224
38,2,0,1234_x_E.ce,combinatoric,LGBMRegressor,0.1512717652020703,0.2126042293241226,[0.67517294 0.67517294 0.67517294 ... 0.91619109 0.91619109 0.91619109],"[[0.56621503]
 [0.69992615]
 [0.56621503]
 ...
 [0.38589281]
 [0.38589281]
 [0.72069034]]",1296
39,3,0,1234_x_E.co,combinatoric,LGBMRegressor,0.2919712616528884,0.3850259235356026,[0.76709385 0.76709385 0.76709385 ... 0.79614785 0.79614785 0.79614785],"[[0.37533383]
 [0.42029501]
 [0.37533383]
 ...
 [0.23941059]
 [0.23941059]
 [0.20836221]]",1296
40,4,0,1234_x_S.en,combinatoric,LGBMRegressor,0.4548821406530505,0.5401946677864188,[0.42790243 0.42790243 0.42790243 ... 0.82726585 0.82726585 0.82726585],"[[0.27277721]
 [0.51424479]
 [0.27277721]
 ...
 [0.        ]
 [0.        ]
 [0.        ]]",1296
41,5,0,1234_x_S.au,combinatoric,LGBMRegressor,0.222598023901258,0.3073370872329435,[0.9490068  0.94932548 0.95013416 ... 0.56548492 0.55681756 0.55681756],"[[0.80384281]
 [0.90118178]
 [0.9146671 ]
 ...
 [0.57845471]
 [0.72096599]
 [0.72096599]]",1224
42,6,0,1273_x_E.ce,combinatoric,LGBMRegressor,0.1254019438154671,0.1583174411022628,[0.53819725 0.53819725 0.53819725 ... 0.69145104 0.69145104 0.69145104],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.97210151]
 [0.88825073]
 [0.91438627]]",1296
43,7,0,1273_x_E.co,combinatoric,LGBMRegressor,0.1582822637739266,0.1953970661440569,[0.53826615 0.53826615 0.53826615 ... 0.78002568 0.78002568 0.78002568],"[[0.44415041]
 [0.44415041]
 [0.36530147]
 ...
 [0.76102029]
 [0.62563646]
 [0.76102029]]",1296
44,8,0,1273_x_S.en,combinatoric,LGBMRegressor,0.1485745086874838,0.2321492245280917,[0.4066583  0.4066583  0.4066583  ... 0.64477288 0.64477288 0.64477288],"[[0.50859862]
 [0.44532886]
 [0.45565884]
 ...
 [0.23763899]
 [0.94403186]
 [0.98775245]]",1296
45,9,0,1273_x_S.au,combinatoric,LGBMRegressor,0.2056435414145945,0.2656301910686882,[0.97040773 0.96606701 0.97127395 ... 0.62839564 0.62295703 0.62295703],"[[0.60095033]
 [0.93156845]
 [0.93156845]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",1224
46,10,0,1298_x_E.ce,combinatoric,LGBMRegressor,0.1083240036000627,0.131828228596532,[0.76962234 0.76962234 0.76962234 ... 0.66650832 0.66650832 0.66650832],"[[0.36149194]
 [0.43979194]
 [0.43979194]
 ...
 [0.69860234]
 [0.53338386]
 [0.72556523]]",1296
47,11,0,1298_x_E.co,combinatoric,LGBMRegressor,0.211823612649274,0.2600874565752798,[0.61414826 0.61414826 0.61414826 ... 0.62194919 0.62194919 0.62194919],"[[0.51022149]
 [0.38337098]
 [0.51022149]
 ...
 [0.336191  ]
 [0.28267304]
 [0.336191  ]]",1296
48,0,0,1298_x_S.en,combinatoric,LGBMRegressor,0.1757429277597602,0.2067753817647303,[0.38541722 0.38541722 0.38541722 ... 0.4411935  0.4411935  0.4411935 ],"[[0.31917066]
 [0.31917066]
 [0.52796393]
 ...
 [0.21471827]
 [0.21471827]
 [0.29892466]]",1296
49,1,0,1298_x_S.au,combinatoric,LGBMRegressor,0.1304008415710935,0.1636702819707008,[0.96307474 0.96290646 0.95925657 ... 0.51513833 0.54386861 0.54386861],"[[0.75748653]
 [0.75748653]
 [0.75748653]
 ...
 [0.43881792]
 [0.43881792]
 [0.4706547 ]]",1224
50,2,0,1339_x_E.ce,combinatoric,LGBMRegressor,0.1990232618446786,0.2739132201474625,[0.82808152 0.82808152 0.82808152 ... 0.5739766  0.5739766  0.5739766 ],"[[0.58048175]
 [0.58666233]
 [0.58048175]
 ...
 [0.22604631]
 [0.26073352]
 [0.22604631]]",1296
51,3,0,1339_x_E.co,combinatoric,LGBMRegressor,0.3038918817237465,0.3674842376539057,[0.77988873 0.77988873 0.77988873 ... 0.71177968 0.71177968 0.71177968],"[[0.31664838]
 [0.31664838]
 [0.39582572]
 ...
 [0.11560503]
 [0.17233788]
 [0.17233788]]",1296
52,4,0,1339_x_S.en,combinatoric,LGBMRegressor,0.1345382527914276,0.183881778416959,[0.4211526  0.4211526  0.4211526  ... 0.29683824 0.29683824 0.29683824],"[[0.49677968]
 [0.49677968]
 [0.34892035]
 ...
 [0.20434278]
 [0.20434278]
 [0.20434278]]",1296
53,5,0,1339_x_S.au,combinatoric,LGBMRegressor,0.2509287781533856,0.2997453314410871,[0.97758783 0.98215048 0.9760237  ... 0.51070303 0.53874883 0.53874883],"[[0.91374737]
 [0.94219027]
 [0.65657944]
 ...
 [0.37047272]
 [0.37047272]
 [0.40574128]]",1224
54,6,0,11285_x_E.ce,combinatoric,LGBMRegressor,0.0776043288430314,0.1164607234476262,[0.91865622 0.91865622 0.91865622 ... 0.94556581 0.94556581 0.94556581],"[[0.98451715]
 [0.98451715]
 [0.91348945]
 ...
 [0.94066202]
 [0.94066202]
 [0.96621555]]",1944
55,7,0,11285_x_E.co,combinatoric,LGBMRegressor,0.178503157679462,0.2554063173347123,[0.93140381 0.93140381 0.93140381 ... 0.8966979  0.89804188 0.90503656],"[[0.32310936]
 [0.40226433]
 [0.32310936]
 ...
 [0.81702822]
 [0.86183369]
 [0.81702822]]",1944
56,8,0,11285_x_S.en,combinatoric,LGBMRegressor,0.1558838364602749,0.1879115869399264,[0.38518538 0.38518538 0.38518538 ... 0.77761674 0.77761674 0.77761674],"[[0.29211455]
 [0.30351804]
 [0.30351804]
 ...
 [0.70396517]
 [0.70396517]
 [0.81070028]]",1944
57,9,0,11285_x_S.au,combinatoric,LGBMRegressor,0.1663174884196019,0.20914373677754,[0.96561922 0.97284036 0.97752253 ... 0.74762078 0.72259303 0.71759102],"[[0.84723405]
 [0.84723405]
 [0.84723405]
 ...
 [0.99529203]
 [0.99529203]
 [0.99529203]]",1836
58,10,0,11457_x_E.ce,combinatoric,LGBMRegressor,0.0749897937938508,0.1088009592964613,[0.9285933 0.9285933 0.9285933 ... 0.8437203 0.8437203 0.8437203],"[[0.78374516]
 [0.78374516]
 [0.78374516]
 ...
 [0.92483339]
 [0.85893472]
 [0.90024691]]",2052
59,11,0,11457_x_E.co,combinatoric,LGBMRegressor,0.1885695254392589,0.2517326127719722,[0.93991955 0.93991955 0.93991955 ... 0.83315811 0.83315811 0.83315811],"[[0.37587003]
 [0.48232297]
 [0.37587003]
 ...
 [0.8603028 ]
 [0.8603028 ]
 [0.95518657]]",2052
60,0,0,11457_x_S.en,combinatoric,LGBMRegressor,0.1723946948854459,0.1959094479300745,[0.42946602 0.42946602 0.42946602 ... 0.77023411 0.77023411 0.77023411],"[[0.20988306]
 [0.20988306]
 [0.20988306]
 ...
 [0.88924878]
 [0.87072956]
 [0.88924878]]",2052
61,1,0,11457_x_S.au,combinatoric,LGBMRegressor,0.1363093688480891,0.182326308940362,[0.98526253 0.96967497 0.97389951 ... 0.7704307  0.76409822 0.76409822],"[[0.98772021]
 [0.94660322]
 [0.98772021]
 ...
 [0.99892703]
 [0.99707015]
 [0.99892703]]",1938
62,2,0,12001_x_E.ce,combinatoric,LGBMRegressor,0.1045113428531905,0.1376094141797582,[0.86788881 0.86788881 0.86788881 ... 0.75540685 0.75540685 0.75540685],"[[0.79475732]
 [0.79475732]
 [0.79475732]
 ...
 [0.9234756 ]
 [0.9234756 ]
 [0.89939665]]",2052
63,3,0,12001_x_E.co,combinatoric,LGBMRegressor,0.1825762485345584,0.2350933063103627,[0.77716679 0.77716679 0.77716679 ... 0.9130425  0.9130425  0.91412878],"[[0.48296558]
 [0.40737366]
 [0.40737366]
 ...
 [0.91659296]
 [0.93965865]
 [0.93965865]]",2052
64,4,0,12001_x_S.en,combinatoric,LGBMRegressor,0.185961876531241,0.224465787667248,[0.40733934 0.40733934 0.40733934 ... 0.71811063 0.71811063 0.71811063],"[[0.11595643]
 [0.42955449]
 [0.11595643]
 ...
 [0.91417669]
 [0.91417669]
 [0.77917198]]",2052
65,5,0,12001_x_S.au,combinatoric,LGBMRegressor,0.1290837152443325,0.1712567295914762,[0.94467523 0.93543162 0.94693947 ... 0.85289966 0.83794903 0.83794903],"[[0.92651453]
 [0.92651453]
 [0.78825672]
 ...
 [0.89610277]
 [0.94533914]
 [0.94533914]]",1938
66,6,0,12048_x_E.ce,combinatoric,LGBMRegressor,0.0957194951959018,0.1335762469768688,[0.87222107 0.87222107 0.87222107 ... 0.82524279 0.82524279 0.82524279],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.75189398]
 [0.90756892]
 [0.90756892]]",1944
67,7,0,12048_x_E.co,combinatoric,LGBMRegressor,0.1668655556820038,0.2473583263712666,[0.81316541 0.81316541 0.81316541 ... 0.79771202 0.79771202 0.79477561],"[[0.38193534]
 [0.38193534]
 [0.38193534]
 ...
 [0.83077776]
 [0.83077776]
 [0.88097163]]",1944
68,8,0,12048_x_S.en,combinatoric,LGBMRegressor,0.1800374678809956,0.2084323133590342,[0.42015082 0.42015082 0.42015082 ... 0.74452704 0.74452704 0.74452704],"[[0.05203706]
 [0.35335252]
 [0.30769525]
 ...
 [0.89975877]
 [0.89975877]
 [0.86838695]]",1944
69,9,0,12048_x_S.au,combinatoric,LGBMRegressor,0.1549565436970318,0.2008493438516777,[0.96006978 0.94892372 0.9716414  ... 0.71326138 0.70745208 0.70745208],"[[0.97039675]
 [0.97761851]
 [0.87807663]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",1836
70,10,0,12701_x_E.ce,combinatoric,LGBMRegressor,0.1248828068231752,0.1537306080474245,[0.9398059  0.9398059  0.9398059  ... 0.90181422 0.90181422 0.90181422],"[[0.7171057 ]
 [0.7171057 ]
 [0.7171057 ]
 ...
 [0.88223754]
 [0.77827844]
 [0.88223754]]",1944
71,11,0,12701_x_E.co,combinatoric,LGBMRegressor,0.316896150516702,0.3973055119485564,[0.6780282  0.64287069 0.6780282  ... 0.87853854 0.87853854 0.8770288 ],"[[0.45942264]
 [0.41486875]
 [0.45942264]
 ...
 [0.13633384]
 [0.2366919 ]
 [0.2366919 ]]",1944
72,0,0,12701_x_S.en,combinatoric,LGBMRegressor,0.2016649011255916,0.2480607903931611,[0.40172986 0.40172986 0.40172986 ... 0.85659879 0.85659879 0.85659879],"[[0.49806811]
 [0.6086484 ]
 [0.6086484 ]
 ...
 [0.70306232]
 [0.70306232]
 [0.70306232]]",1944
73,1,0,12701_x_S.au,combinatoric,LGBMRegressor,0.1640830846450443,0.2151920699128658,[0.95522926 0.96528887 0.95547505 ... 0.80463108 0.77910219 0.77910219],"[[0.83122257]
 [0.9301025 ]
 [0.95467772]
 ...
 [0.51653222]
 [0.52714431]
 [0.51653222]]",1836
74,2,0,12832_x_E.ce,combinatoric,LGBMRegressor,0.14022364844424,0.1781002150940597,[0.89372045 0.89372045 0.89372045 ... 0.96041675 0.96041675 0.96041675],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.90344707]
 [0.72909638]
 [0.90344707]]",1944
75,3,0,12832_x_E.co,combinatoric,LGBMRegressor,0.1638175923147293,0.2409173822710371,[0.86623255 0.86623255 0.86623255 ... 0.89068732 0.89068732 0.88700438],"[[0.48896226]
 [0.36435971]
 [0.36435971]
 ...
 [0.88532199]
 [0.88532199]
 [0.88532199]]",1944
76,4,0,12832_x_S.en,combinatoric,LGBMRegressor,0.2921787654177257,0.388861589142064,[0.43531617 0.43531617 0.43531617 ... 0.80384685 0.80384685 0.80384685],"[[0.28210822]
 [0.4720613 ]
 [0.4720613 ]
 ...
 [0.92665552]
 [0.74858424]
 [0.74858424]]",1944
77,5,0,12832_x_S.au,combinatoric,LGBMRegressor,0.1035560307022056,0.1440137491946324,[0.95696627 0.96482607 0.96165705 ... 0.82447637 0.81622843 0.81622843],"[[0.93240842]
 [0.93240842]
 [0.96880127]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",1836
78,6,0,B1_x_E.ce,combinatoric,LGBMRegressor,0.1238892451605434,0.1712676575983717,[0.70410037 0.70410037 0.70410037 ... 0.85596505 0.85596505 0.85596505],"[[0.42509385]
 [0.42509385]
 [0.66837588]
 ...
 [0.87453569]
 [0.91341457]
 [0.91341457]]",1728
79,7,0,B1_x_E.co,combinatoric,LGBMRegressor,0.1922838844599523,0.2528723460260804,[0.67426888 0.67426888 0.67426888 ... 0.87621189 0.87621189 0.87621189],"[[0.40097912]
 [0.39834738]
 [0.39617026]
 ...
 [0.76610499]
 [0.76610499]
 [0.76946686]]",1728
80,8,0,B1_x_S.en,combinatoric,LGBMRegressor,0.1906658520872094,0.2458554980741225,[0.39771599 0.39771599 0.39771599 ... 0.79488113 0.79488113 0.79488113],"[[0.36505974]
 [0.36505974]
 [0.31869931]
 ...
 [0.92409418]
 [0.92409418]
 [0.92409418]]",1728
81,9,0,B1_x_S.au,combinatoric,LGBMRegressor,0.1450658569779001,0.1738863356159382,[0.87103691 0.86179773 0.87033383 ... 0.7201303  0.70713545 0.70713545],"[[0.96636701]
 [0.73315454]
 [0.94713401]
 ...
 [0.64199834]
 [0.64199834]
 [0.64199834]]",1632
82,10,0,B8_x_E.ce,combinatoric,LGBMRegressor,0.1685844970153201,0.2101579188866133,[0.73815562 0.73815562 0.73815562 ... 0.79765973 0.79765973 0.79765973],"[[0.98038748]
 [0.95596408]
 [0.98038748]
 ...
 [0.87437664]
 [0.89666384]
 [0.89666384]]",1728
83,11,0,B8_x_E.co,combinatoric,LGBMRegressor,0.1595107306331203,0.1939058316801601,[0.6260297  0.6260297  0.6260297  ... 0.78969533 0.78969533 0.78969533],"[[0.40134686]
 [0.39904629]
 [0.40134686]
 ...
 [0.88777914]
 [0.88777914]
 [0.89888459]]",1728
84,0,0,B8_x_S.en,combinatoric,LGBMRegressor,0.2131166550034208,0.2746182196182952,[0.42281769 0.42281769 0.42281769 ... 0.8950743  0.8950743  0.8950743 ],"[[0.40655816]
 [0.37063027]
 [0.40655816]
 ...
 [0.89745489]
 [0.81122728]
 [0.81122728]]",1728
85,1,0,B8_x_S.au,combinatoric,LGBMRegressor,0.2792292465017122,0.3291903306088222,[0.78899234 0.79739911 0.79415299 ... 0.52981081 0.52865993 0.52865993],"[[0.96152962]
 [0.84691344]
 [0.97948001]
 ...
 [0.99977629]
 [0.99974418]
 [0.99977629]]",1632
86,2,0,B18_x_E.ce,combinatoric,LGBMRegressor,0.0792585549634326,0.1080329785449025,[0.62093442 0.62093442 0.62093442 ... 0.78996605 0.78996605 0.78816003],"[[0.65450303]
 [0.65450303]
 [0.65450303]
 ...
 [0.91126658]
 [0.66194838]
 [0.80723995]]",1728
87,3,0,B18_x_E.co,combinatoric,LGBMRegressor,0.3106724649154368,0.3686865889221246,[0.51792429 0.51792429 0.51792429 ... 0.73294193 0.73529195 0.73529195],"[[0.37835684]
 [0.42659821]
 [0.34547948]
 ...
 [0.31875414]
 [0.25509998]
 [0.31875414]]",1728
88,4,0,B18_x_S.en,combinatoric,LGBMRegressor,0.1955000631309772,0.2391131651317602,[0.42434326 0.42434326 0.42434326 ... 0.5396901  0.5396901  0.5396901 ],"[[0.41617595]
 [0.4818378 ]
 [0.25336463]
 ...
 [0.50682367]
 [0.22560538]
 [0.22560538]]",1728
89,5,0,B18_x_S.au,combinatoric,LGBMRegressor,0.1554961054882599,0.1949065020505308,[0.78903759 0.7905215  0.79124976 ... 0.56006363 0.56424815 0.56424815],"[[0.94505321]
 [0.94505321]
 [0.94505321]
 ...
 [0.47260031]
 [0.58194566]
 [0.58194566]]",1632
90,6,0,C5_x_E.ce,combinatoric,LGBMRegressor,0.1020828172857475,0.1276221174167982,[0.57867756 0.57867756 0.57867756 ... 0.7917203  0.7917203  0.7917203 ],"[[0.61741846]
 [0.51342435]
 [0.64749359]
 ...
 [0.55905769]
 [0.55905769]
 [0.55905769]]",1728
91,7,0,C5_x_E.co,combinatoric,LGBMRegressor,0.2345434016515198,0.2895537706711952,[0.59296571 0.59296571 0.59296571 ... 0.78527871 0.78734946 0.78734946],"[[0.62896479]
 [0.37594786]
 [0.41602359]
 ...
 [0.27393508]
 [0.40317314]
 [0.40317314]]",1728
